maquina_for_name,maquina_loc_name,gov_modelo,gov_dsl,param,valor
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Tsa,0.5
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Tsb,5.0
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Ka,10.0
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Ta,0.1
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Kimw,0.0
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Tpelec,2.0
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Rselect,-1.0
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Aset,1.0
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,r,0.044
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,db,0.0
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Kpgov,5.0
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Kigov,0.05
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Kdgov,5.0
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Tdgov,0.1
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Tact,0.1
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Trate,0.0
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Dm,0.001
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Flag,0.0
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Teng,0.0
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Tc,0.1
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Tb,0.2
G4QUIS13,Quisqueya 1 Grupo 3,gov_GGOV1,gov_Quisqueya 1 G3,Kiload,0.02
G3PCATA1,Punta Catalina 1,gov_IEEEG1,gov_Punta Catalina 1,K,20.0
G3PCATA1,Punta Catalina 1,gov_IEEEG1,gov_Punta Catalina 1,T1,0.2
G3PCATA1,Punta Catalina 1,gov_IEEEG1,gov_Punta Catalina 1,T2,1.0
G3PCATA1,Punta Catalina 1,gov_IEEEG1,gov_Punta Catalina 1,T3,0.15
G3PCATA1,Punta Catalina 1,gov_IEEEG1,gov_Punta Catalina 1,K1,0.224
G3PCATA1,Punta Catalina 1,gov_IEEEG1,gov_Punta Catalina 1,K2,0.0
G3PCATA1,Punta Catalina 1,gov_IEEEG1,gov_Punta Catalina 1,T5,0.1
G3PCATA1,Punta Catalina 1,gov_IEEEG1,gov_Punta Catalina 1,K3,0.395
G3PCATA1,Punta Catalina 1,gov_IEEEG1,gov_Punta Catalina 1,K4,0.0
G3PCATA1,Punta Catalina 1,gov_IEEEG1,gov_Punta Catalina 1,T6,0.3
G3PCATA1,Punta Catalina 1,gov_IEEEG1,gov_Punta Catalina 1,K5,0.381
G3PCATA1,Punta Catalina 1,gov_IEEEG1,gov_Punta Catalina 1,K6,0.0
G3PCATA1,Punta Catalina 1,gov_IEEEG1,gov_Punta Catalina 1,T4,0.05
G3PCATA1,Punta Catalina 1,gov_IEEEG1,gov_Punta Catalina 1,T7,1.0
G3PCATA1,Punta Catalina 1,gov_IEEEG1,gov_Punta Catalina 1,K7,0.0
G3PCATA1,Punta Catalina 1,gov_IEEEG1,gov_Punta Catalina 1,K8,0.0
G3PCATA1,Punta Catalina 1,gov_IEEEG1,gov_Punta Catalina 1,PNhp,0.0
G3PCATA1,Punta Catalina 1,gov_IEEEG1,gov_Punta Catalina 1,PNlp,0.0
G3PCATA2,Punta Catalina 2,gov_IEEEG1,gov_Punta Catalina 2,K,20.0
G3PCATA2,Punta Catalina 2,gov_IEEEG1,gov_Punta Catalina 2,T1,0.2
G3PCATA2,Punta Catalina 2,gov_IEEEG1,gov_Punta Catalina 2,T2,1.0
G3PCATA2,Punta Catalina 2,gov_IEEEG1,gov_Punta Catalina 2,T3,0.15
G3PCATA2,Punta Catalina 2,gov_IEEEG1,gov_Punta Catalina 2,K1,0.224
G3PCATA2,Punta Catalina 2,gov_IEEEG1,gov_Punta Catalina 2,K2,0.0
G3PCATA2,Punta Catalina 2,gov_IEEEG1,gov_Punta Catalina 2,T5,0.1
G3PCATA2,Punta Catalina 2,gov_IEEEG1,gov_Punta Catalina 2,K3,0.395
G3PCATA2,Punta Catalina 2,gov_IEEEG1,gov_Punta Catalina 2,K4,0.0
G3PCATA2,Punta Catalina 2,gov_IEEEG1,gov_Punta Catalina 2,T6,0.3
G3PCATA2,Punta Catalina 2,gov_IEEEG1,gov_Punta Catalina 2,K5,0.381
G3PCATA2,Punta Catalina 2,gov_IEEEG1,gov_Punta Catalina 2,K6,0.0
G3PCATA2,Punta Catalina 2,gov_IEEEG1,gov_Punta Catalina 2,T4,0.05
G3PCATA2,Punta Catalina 2,gov_IEEEG1,gov_Punta Catalina 2,T7,1.0
G3PCATA2,Punta Catalina 2,gov_IEEEG1,gov_Punta Catalina 2,K7,0.0
G3PCATA2,Punta Catalina 2,gov_IEEEG1,gov_Punta Catalina 2,K8,0.0
G3PCATA2,Punta Catalina 2,gov_IEEEG1,gov_Punta Catalina 2,PNhp,0.0
G3PCATA2,Punta Catalina 2,gov_IEEEG1,gov_Punta Catalina 2,PNlp,0.0
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Ldref,10.0
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Kturb,1.24
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Wfnl,0.071
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Kpload,1.0
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Tfload,1.0
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Tsa,1.0
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Tsb,1.0
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Ka,10000.0
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Ta,10000.0
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Kimw,0.0
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Tpelec,1.0
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Rselect,1.0
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Aset,1000.0
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,r,0.044
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,db,0.0
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Kpgov,3.0
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Kigov,1.5
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Kdgov,0.001
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Tdgov,0.01
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Tact,0.025
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Trate,0.0
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Dm,0.0
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Flag,1.0
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Teng,0.0292
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Tc,-0.0146
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Tb,0.0146
G4SESTE3,Sultana del Este Grupo 3,gov_GGOV1,gov_Sultana del Este G3,Kiload,1.0
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Ldref,10.0
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Kturb,1.08
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Wfnl,0.071
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Kpload,1.0
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Tfload,1.0
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Tsa,1.0
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Tsb,1.0
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Ka,10000.0
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Ta,10000.0
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Kimw,0.0
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Tpelec,1.0
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Rselect,1.0
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Aset,1000.0
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,r,0.07
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,db,0.001
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Kpgov,3.0
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Kigov,1.5
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Kdgov,0.001
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Tdgov,0.01
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Tact,0.025
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Trate,0.0
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Dm,0.0
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Flag,1.0
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Teng,0.0292
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Tc,-0.0146
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Tb,0.0146
G4SESTE1,Sultana del Este Grupo 1,gov_GGOV1,gov_Sultana del Este G1,Kiload,1.0
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Ldref,10.0
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Kturb,1.24
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Wfnl,0.071
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Kpload,1.0
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Tfload,1.0
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Tsa,1.0
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Tsb,1.0
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Ka,10000.0
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Ta,10000.0
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Kimw,0.0
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Tpelec,1.0
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Rselect,1.0
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Aset,1000.0
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,r,0.043
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,db,0.0
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Kpgov,3.0
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Kigov,1.5
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Kdgov,0.001
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Tdgov,0.01
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Tact,0.025
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Trate,0.0
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Dm,0.0
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Flag,1.0
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Teng,0.0292
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Tc,-0.0146
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Tb,0.0146
G4SESTE2,Sultana del Este Grupo 2,gov_GGOV1,gov_Sultana del Este G2,Kiload,1.0
G3CESPM3,CESPM 3,gov_GAST,gov_CESPM 3,R,0.023367
G3CESPM3,CESPM 3,gov_GAST,gov_CESPM 3,T1,9.863571
G3CESPM3,CESPM 3,gov_GAST,gov_CESPM 3,T2,136.5859
G3CESPM3,CESPM 3,gov_GAST,gov_CESPM 3,T3,3.0
G3CESPM3,CESPM 3,gov_GAST,gov_CESPM 3,AT,1.0
G3CESPM3,CESPM 3,gov_GAST,gov_CESPM 3,Kt,2.0
G3CESPM3,CESPM 3,gov_GAST,gov_CESPM 3,Dturb,0.0
G3CESPM3,CESPM 3,gov_GAST,gov_CESPM 3,PN,0.0
G3CESPM2,CESPM 2,gov_GAST,gov_CESPM 2,R,0.023367
G3CESPM2,CESPM 2,gov_GAST,gov_CESPM 2,T1,9.863571
G3CESPM2,CESPM 2,gov_GAST,gov_CESPM 2,T2,136.5859
G3CESPM2,CESPM 2,gov_GAST,gov_CESPM 2,T3,3.0
G3CESPM2,CESPM 2,gov_GAST,gov_CESPM 2,AT,1.0
G3CESPM2,CESPM 2,gov_GAST,gov_CESPM 2,Kt,2.0
G3CESPM2,CESPM 2,gov_GAST,gov_CESPM 2,Dturb,0.0
G3CESPM2,CESPM 2,gov_GAST,gov_CESPM 2,PN,0.0
G3CESPM1,CESPM 1,gov_GAST,gov_CESPM 1,R,0.023367
G3CESPM1,CESPM 1,gov_GAST,gov_CESPM 1,T1,9.863571
G3CESPM1,CESPM 1,gov_GAST,gov_CESPM 1,T2,136.5859
G3CESPM1,CESPM 1,gov_GAST,gov_CESPM 1,T3,3.0
G3CESPM1,CESPM 1,gov_GAST,gov_CESPM 1,AT,1.0
G3CESPM1,CESPM 1,gov_GAST,gov_CESPM 1,Kt,2.0
G3CESPM1,CESPM 1,gov_GAST,gov_CESPM 1,Dturb,0.0
G3CESPM1,CESPM 1,gov_GAST,gov_CESPM 1,PN,0.0
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Trate,0.0
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,R,0.04
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Rselect,1.0
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,db,0.0002
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Tpelec,1.0
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Kpgov,10.0
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Kigov,1.0
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Kdgov,0.0
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Tdgov,1.0
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Tact,0.5
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Kturb,1.5
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Wfnl,0.2
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Tc,0.0
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Tb,0.1
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,flag,1.0
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Teng,0.001
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Tsa,4.0
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Tsb,5.0
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Tfload,3.0
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Kpload,2.0
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Ldref,1.0
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Dm,0.0
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Kimw,0.0
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Aset,0.01
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Ka,10.0
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Ta,0.1
G3ENE4TG,ENERGAS 4 TG,gov_PSSE_GGOV1,GGOV1,Kiload,0.67
G3ENE4TV,ENERGAS 4 TV,gov_PSSE_IEEEG1,IEEEG1,K,200.0
G3ENE4TV,ENERGAS 4 TV,gov_PSSE_IEEEG1,IEEEG1,T1,2.0
G3ENE4TV,ENERGAS 4 TV,gov_PSSE_IEEEG1,IEEEG1,T2,1.0
G3ENE4TV,ENERGAS 4 TV,gov_PSSE_IEEEG1,IEEEG1,T3,0.035
G3ENE4TV,ENERGAS 4 TV,gov_PSSE_IEEEG1,IEEEG1,T4,0.207
G3ENE4TV,ENERGAS 4 TV,gov_PSSE_IEEEG1,IEEEG1,K1,1.0
G3ENE4TV,ENERGAS 4 TV,gov_PSSE_IEEEG1,IEEEG1,K2,1.0
G3ENE4TV,ENERGAS 4 TV,gov_PSSE_IEEEG1,IEEEG1,T5,0.0
G3ENE4TV,ENERGAS 4 TV,gov_PSSE_IEEEG1,IEEEG1,K3,0.0
G3ENE4TV,ENERGAS 4 TV,gov_PSSE_IEEEG1,IEEEG1,K4,0.0
G3ENE4TV,ENERGAS 4 TV,gov_PSSE_IEEEG1,IEEEG1,T6,0.0
G3ENE4TV,ENERGAS 4 TV,gov_PSSE_IEEEG1,IEEEG1,K5,0.0
G3ENE4TV,ENERGAS 4 TV,gov_PSSE_IEEEG1,IEEEG1,K6,0.0
G3ENE4TV,ENERGAS 4 TV,gov_PSSE_IEEEG1,IEEEG1,T7,0.0
G3ENE4TV,ENERGAS 4 TV,gov_PSSE_IEEEG1,IEEEG1,K7,0.0
G3ENE4TV,ENERGAS 4 TV,gov_PSSE_IEEEG1,IEEEG1,K8,0.0
G3BERSAL,Bersal,gov_DEGOV1_BERSAL,gov_Bersal,K,15.0
G3BERSAL,Bersal,gov_DEGOV1_BERSAL,gov_Bersal,T4,1.0
G3BERSAL,Bersal,gov_DEGOV1_BERSAL,gov_Bersal,T5,0.1
G3BERSAL,Bersal,gov_DEGOV1_BERSAL,gov_Bersal,T6,0.2
G3BERSAL,Bersal,gov_DEGOV1_BERSAL,gov_Bersal,TD,0.01
G3BERSAL,Bersal,gov_DEGOV1_BERSAL,gov_Bersal,Droop,0.0573
G3BERSAL,Bersal,gov_DEGOV1_BERSAL,gov_Bersal,TE,0.1
G3BERSAL,Bersal,gov_DEGOV1_BERSAL,gov_Bersal,T1,0.2
G3BERSAL,Bersal,gov_DEGOV1_BERSAL,gov_Bersal,T2,0.3
G3BERSAL,Bersal,gov_DEGOV1_BERSAL,gov_Bersal,T3,0.05
G3BERSAL,Bersal,gov_DEGOV1_BERSAL,gov_Bersal,Droop_Control,0.0
G4LOPPL1,Los Orígenes Power Plant Grupo 1,gov_DEGOV1_LOPP,gov_Los Orígenes Grupo 1,K,15.0
G4LOPPL1,Los Orígenes Power Plant Grupo 1,gov_DEGOV1_LOPP,gov_Los Orígenes Grupo 1,T4,1.0
G4LOPPL1,Los Orígenes Power Plant Grupo 1,gov_DEGOV1_LOPP,gov_Los Orígenes Grupo 1,T5,0.1
G4LOPPL1,Los Orígenes Power Plant Grupo 1,gov_DEGOV1_LOPP,gov_Los Orígenes Grupo 1,T6,0.2
G4LOPPL1,Los Orígenes Power Plant Grupo 1,gov_DEGOV1_LOPP,gov_Los Orígenes Grupo 1,TD,0.01
G4LOPPL1,Los Orígenes Power Plant Grupo 1,gov_DEGOV1_LOPP,gov_Los Orígenes Grupo 1,Droop,0.0595
G4LOPPL1,Los Orígenes Power Plant Grupo 1,gov_DEGOV1_LOPP,gov_Los Orígenes Grupo 1,TE,0.1
G4LOPPL1,Los Orígenes Power Plant Grupo 1,gov_DEGOV1_LOPP,gov_Los Orígenes Grupo 1,T1,0.2
G4LOPPL1,Los Orígenes Power Plant Grupo 1,gov_DEGOV1_LOPP,gov_Los Orígenes Grupo 1,T2,0.3
G4LOPPL1,Los Orígenes Power Plant Grupo 1,gov_DEGOV1_LOPP,gov_Los Orígenes Grupo 1,T3,0.05
G4LOPPL1,Los Orígenes Power Plant Grupo 1,gov_DEGOV1_LOPP,gov_Los Orígenes Grupo 1,Droop_Control,0.0
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Ldref,1.2
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Kturb,1.05
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Wfnl,0.01
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Kpload,0.2
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Tfload,20.0
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Tsa,0.5
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Tsb,5.0
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Ka,10.0
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Ta,0.1
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Kimw,0.0
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Tpelec,2.0
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Rselect,-1.0
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Aset,1.0
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,r,0.044
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,db,0.0
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Kpgov,5.0
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Kigov,0.05
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Kdgov,5.0
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Tdgov,0.1
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Tact,0.1
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Trate,0.0
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Dm,0.001
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Flag,0.0
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Teng,0.0
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Tc,0.1
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Tb,0.2
G4LOPPL2,Los Orígenes Power Plant Grupo 2,gov_GGOV1,gov_Los Orígenes Grupo 2,Kiload,0.02
G3SPBIOE,San Pedro Bio-Energy,gov_IEEE_IEEEG1,gov_SPBE,Trate1,0.0
G3SPBIOE,San Pedro Bio-Energy,gov_IEEE_IEEEG1,gov_SPBE,Trate2,0.0
G3SPBIOE,San Pedro Bio-Energy,gov_IEEE_IEEEG1,gov_SPBE,K,20.0
G3SPBIOE,San Pedro Bio-Energy,gov_IEEE_IEEEG1,gov_SPBE,T1,9.9
G3SPBIOE,San Pedro Bio-Energy,gov_IEEE_IEEEG1,gov_SPBE,T2,3.3
G3SPBIOE,San Pedro Bio-Energy,gov_IEEE_IEEEG1,gov_SPBE,T3,0.3
G3SPBIOE,San Pedro Bio-Energy,gov_IEEE_IEEEG1,gov_SPBE,T4,0.229
G3SPBIOE,San Pedro Bio-Energy,gov_IEEE_IEEEG1,gov_SPBE,K1,0.66
G3SPBIOE,San Pedro Bio-Energy,gov_IEEE_IEEEG1,gov_SPBE,K2,0.0
G3SPBIOE,San Pedro Bio-Energy,gov_IEEE_IEEEG1,gov_SPBE,T5,0.006
G3SPBIOE,San Pedro Bio-Energy,gov_IEEE_IEEEG1,gov_SPBE,K3,0.34
G3SPBIOE,San Pedro Bio-Energy,gov_IEEE_IEEEG1,gov_SPBE,K4,0.0
G3SPBIOE,San Pedro Bio-Energy,gov_IEEE_IEEEG1,gov_SPBE,T6,0.0
