escenario,for_name,loc_name,ruta,P_MW,Q_Mvar,escala,outserv
P20,ZXPI4K-D1,SSAA Pimentel 4,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SSAA Pimentel 4.ElmLod,0.8399999737739563,0.36000001430511475,1.0,0
P20,ZGOYAF-D1,Demanda Goya,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Goya.ElmLod,0.8199999928474426,0.38999998569488525,1.0,0
P20,ZABCOF-D1,Demanda ABCO,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda ABCO.ElmLod,2.9200000762939453,1.2400000095367432,1.0,0
P20,ZLTO1K-D1,SSAA Los Toros,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\SSAA Los Toros.ElmLod,0.0,0.0,1.0,1
P20,ZPLINF-D1,Demanda Productos Linda,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Productos Linda.ElmLod,0.14000000059604645,0.05999999865889549,1.0,0
P20,ZICAEF-D1,Demanda Ingenio CAEI,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Ingenio CAEI.ElmLod,0.07000000029802322,0.029999999329447746,1.0,0
P20,ZSYEGK-D1,SSAA Sabana Yegua,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabana Yegua.ElmSite\SSAA Sabana Yegua.ElmLod,0.0,0.0,1.0,1
P20,ZXLFAF-D1,Demanda La Famosa,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda La Famosa.ElmLod,1.399999976158142,0.0,1.0,0
P20,ZBMATF-D1,Demanda 1 Baní Matadero,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda 1 Baní Matadero.ElmLod,8.380000114440918,3.9800000190734863,1.0,0
P20,ZSABAK-D1,SSAA Sabaneta,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\SSAA Sabaneta.ElmLod,0.0,0.0,1.0,1
P20,ZSABAK-D2,Demanda Sabaneta,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\Demanda Sabaneta.ElmLod,1.690000057220459,0.6100000143051147,1.0,0
P20,ZSJUAF-D1,Demanda San Juan,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda San Juan.ElmLod,21.469999313354492,7.599999904632568,1.0,0
P20,ZVILLF-D1,Demanda Villarpando,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Villarpando.ElmLod,7.0,2.5399999618530273,1.0,0
P20,ZMVIEF-D1,Demanda 1 Madre Vieja,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda 1 Madre Vieja.ElmLod,35.540000915527344,0.33000001311302185,1.0,0
P20,ZPIZDF-D1,Demanda Pizarrete Distribución,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Pizarrete Distribución.ElmLod,11.0,3.990000009536743,1.0,0
P20,ZCOCOF-D1,Demanda Cruce de Ocoa,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Cruce de Ocoa.ElmLod,1.6200000047683716,0.5899999737739563,1.0,0
P20,ZSJOCF-D1,Demanda San José de Ocoa,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda San José de Ocoa.ElmLod,7.840000152587891,2.9800000190734863,1.0,0
P20,ZBAPEF-D1,Demanda Baní Per,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Baní Per.ElmLod,21.1299991607666,9.329999923706055,1.0,0
P20,ZAZUAF-D1,Demanda Azua,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda Azua.ElmLod,29.43000030517578,12.220000267028809,1.0,0
P20,ZMAGUK-D1,SSAA Magueyal,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\SSAA Magueyal.ElmLod,0.0,0.0,1.0,1
P20,ZCINAF-D1,Demanda 1 Cítricos Nacionales,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda 1 Cítricos Nacionales.ElmLod,0.6499999761581421,0.23999999463558197,1.0,0
P20,ZZVALF-D1,Demanda ZF Villa Altagracia,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Demanda ZF Villa Altagracia.ElmLod,0.4099999964237213,0.1899999976158142,1.0,0
