planta,dsl,dsl_ruta,modelo,array,origen,fila,columna,valor
Planta_Guanillo,P control model type 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,oarray_wp,IntMat:wp,0,0,0.0
Planta_Guanillo,P control model type 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,oarray_wp,IntMat:wp,0,1,0.76
Planta_Guanillo,P control model type 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,oarray_wp,IntMat:wp,1,0,0.3
Planta_Guanillo,P control model type 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,oarray_wp,IntMat:wp,1,1,0.76
Planta_Guanillo,P control model type 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,oarray_wp,IntMat:wp,2,0,0.31
Planta_Guanillo,P control model type 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,oarray_wp,IntMat:wp,2,1,0.86
Planta_Guanillo,P control model type 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,oarray_wp,IntMat:wp,3,0,0.4
Planta_Guanillo,P control model type 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,oarray_wp,IntMat:wp,3,1,0.94
Planta_Guanillo,P control model type 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,oarray_wp,IntMat:wp,4,0,0.5
Planta_Guanillo,P control model type 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,oarray_wp,IntMat:wp,4,1,1.0
Planta_Guanillo,P control model type 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,oarray_wp,IntMat:wp,5,0,1.0
Planta_Guanillo,P control model type 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,oarray_wp,IntMat:wp,5,1,1.0
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_iqmaxuWT,IntMat:iqmaxuWT,0,0,0.0
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_iqmaxuWT,IntMat:iqmaxuWT,0,1,0.1
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_iqmaxuWT,IntMat:iqmaxuWT,1,0,0.2
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_iqmaxuWT,IntMat:iqmaxuWT,1,1,0.95
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_iqmaxuWT,IntMat:iqmaxuWT,2,0,0.2
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_iqmaxuWT,IntMat:iqmaxuWT,2,1,1.0
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_iqmaxuWT,IntMat:iqmaxuWT,3,0,0.9
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_iqmaxuWT,IntMat:iqmaxuWT,3,1,1.0
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_iqmaxuWT,IntMat:iqmaxuWT,4,0,0.9
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_iqmaxuWT,IntMat:iqmaxuWT,4,1,0.36
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_iqmaxuWT,IntMat:iqmaxuWT,5,0,1.1
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_iqmaxuWT,IntMat:iqmaxuWT,5,1,0.3
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_ipmaxuWT,IntMat:ipmaxuWT,0,0,0.0
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_ipmaxuWT,IntMat:ipmaxuWT,0,1,0.0
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_ipmaxuWT,IntMat:ipmaxuWT,1,0,0.1
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_ipmaxuWT,IntMat:ipmaxuWT,1,1,0.0
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_ipmaxuWT,IntMat:ipmaxuWT,2,0,0.15
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_ipmaxuWT,IntMat:ipmaxuWT,2,1,1.0
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_ipmaxuWT,IntMat:ipmaxuWT,3,0,0.9
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_ipmaxuWT,IntMat:ipmaxuWT,3,1,1.0
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_ipmaxuWT,IntMat:ipmaxuWT,4,0,0.91
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_ipmaxuWT,IntMat:ipmaxuWT,4,1,1.2
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_ipmaxuWT,IntMat:ipmaxuWT,5,0,1.2
Planta_Guanillo,Current limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,oarray_ipmaxuWT,IntMat:ipmaxuWT,5,1,1.2
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qmaxuu,IntMat:qmaxuu,0,0,0.0
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qmaxuu,IntMat:qmaxuu,0,1,0.0
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qmaxuu,IntMat:qmaxuu,1,0,0.8
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qmaxuu,IntMat:qmaxuu,1,1,0.33
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qmaxuu,IntMat:qmaxuu,2,0,0.9
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qmaxuu,IntMat:qmaxuu,2,1,0.33
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qminuu,IntMat:qminuu,0,0,0.0
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qminuu,IntMat:qminuu,0,1,0.0
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qminuu,IntMat:qminuu,1,0,0.8
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qminuu,IntMat:qminuu,1,1,-0.33
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qminuu,IntMat:qminuu,2,0,0.9
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qminuu,IntMat:qminuu,2,1,-0.33
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qmaxpp,IntMat:qmaxpp,0,0,0.0
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qmaxpp,IntMat:qmaxpp,0,1,0.0
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qmaxpp,IntMat:qmaxpp,1,0,0.3
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qmaxpp,IntMat:qmaxpp,1,1,0.33
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qmaxpp,IntMat:qmaxpp,2,0,1.0
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qmaxpp,IntMat:qmaxpp,2,1,0.33
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qminpp,IntMat:qminpp,0,0,0.0
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qminpp,IntMat:qminpp,0,1,0.0
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qminpp,IntMat:qminpp,1,0,0.3
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qminpp,IntMat:qminpp,1,1,-0.33
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qminpp,IntMat:qminpp,2,0,1.0
Planta_Guanillo,QP and QU limitation model,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,oarray_qminpp,IntMat:qminpp,2,1,-0.33
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TuunderuWT,IntMat:TuunderuWT,0,0,0.0
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TuunderuWT,IntMat:TuunderuWT,0,1,0.55
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TuunderuWT,IntMat:TuunderuWT,1,0,0.15
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TuunderuWT,IntMat:TuunderuWT,1,1,0.55
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TuunderuWT,IntMat:TuunderuWT,2,0,0.15
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TuunderuWT,IntMat:TuunderuWT,2,1,0.75
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TuunderuWT,IntMat:TuunderuWT,3,0,0.8
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TuunderuWT,IntMat:TuunderuWT,3,1,3.05
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TuunderuWT,IntMat:TuunderuWT,4,0,0.8
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TuunderuWT,IntMat:TuunderuWT,4,1,120.5
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TuunderuWT,IntMat:TuunderuWT,5,0,0.85
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TuunderuWT,IntMat:TuunderuWT,5,1,120.5
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TuunderuWT,IntMat:TuunderuWT,6,0,0.85
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TuunderuWT,IntMat:TuunderuWT,6,1,180.0
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TuunderuWT,IntMat:TuunderuWT,7,0,0.9
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TuunderuWT,IntMat:TuunderuWT,7,1,180.0
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TfunderfWT,IntMat:TfunderfWT,0,0,0.95
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TfunderfWT,IntMat:TfunderfWT,0,1,0.1
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TfunderfWT,IntMat:TfunderfWT,1,0,0.95
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TfunderfWT,IntMat:TfunderfWT,1,1,0.1
Planta_Guanillo,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,oarray_TuoveruWT,IntMat:TuoveruWT,0,0,1.2
