planta,dsl,dsl_ruta,modelo,array,origen,n_valores,modelo_encriptado,legible
Planta_Bayasol,WD3ModuleControl,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Bayasol.ElmSite\Planta_Bayasol.ElmComp\WD3ModuleControl.ElmDsl,WD3ModuleControl,array_level1_OV_time,param,0,1,0
Planta_Bayasol,WD3ModuleControl,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Bayasol.ElmSite\Planta_Bayasol.ElmComp\WD3ModuleControl.ElmDsl,WD3ModuleControl,array_level2_UV_time,param,0,1,0
Planta_Bayasol,WD3ModuleControl,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Bayasol.ElmSite\Planta_Bayasol.ElmComp\WD3ModuleControl.ElmDsl,WD3ModuleControl,array_level3_OF_time,param,0,1,0
Planta_Bayasol,WD3ModuleControl,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Bayasol.ElmSite\Planta_Bayasol.ElmComp\WD3ModuleControl.ElmDsl,WD3ModuleControl,array_level4_UF_time,param,0,1,0
Planta_Bayasol,WD3ModuleControl,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Bayasol.ElmSite\Planta_Bayasol.ElmComp\WD3ModuleControl.ElmDsl,WD3ModuleControl,array_level5_OC_time,param,0,1,0
Planta_Bayasol,WD3ModuleControl,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Bayasol.ElmSite\Planta_Bayasol.ElmComp\WD3ModuleControl.ElmDsl,WD3ModuleControl,array_level6_OVNEG_time,param,0,1,0
Planta_Bayasol,WD3ModuleControl,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Bayasol.ElmSite\Planta_Bayasol.ElmComp\WD3ModuleControl.ElmDsl,WD3ModuleControl,array_level7_OCNEG_time,param,0,1,0
Planta_PS Los Negros,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PS Los Negros.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_PFP,param,0,1,0
Planta_PS Los Negros,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PS Los Negros.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_QU,param,0,1,0
Planta_PS Los Negros,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PS Los Negros.ElmComp\Protection.ElmDsl,Protection,array_LVRT,param,0,1,0
Planta_PS Los Negros,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PS Los Negros.ElmComp\Protection.ElmDsl,Protection,array_HVRT,param,0,1,0
Planta_PE Matafongo,Generator Set Type 3B,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo.ElmComp\Generator Set Type 3B.ElmDsl,Generator Set Type 3B,array_duTCRB,param,0,0,0
Planta_PE Matafongo,P Control Type 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo.ElmComp\P Control Type 3.ElmDsl,P Control Type 3,oarray_wp,IntMat:wp,12,0,1
Planta_PE Matafongo,Current Limitation,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo.ElmComp\Current Limitation.ElmDsl,Current Limitation,oarray_ipmaxuWT,IntMat:ipmaxuWT,12,0,1
Planta_PE Matafongo,Current Limitation,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo.ElmComp\Current Limitation.ElmDsl,Current Limitation,oarray_iqmaxuWT,IntMat:iqmaxuWT,12,0,1
Planta_PE Matafongo,QP and QU Limitation,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo.ElmComp\QP and QU Limitation.ElmDsl,Q Limitation - QP and QU,oarray_qmaxpp,IntMat:qmaxpp,8,0,1
Planta_PE Matafongo,QP and QU Limitation,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo.ElmComp\QP and QU Limitation.ElmDsl,Q Limitation - QP and QU,oarray_qminpp,IntMat:qminpp,8,0,1
Planta_PE Matafongo,QP and QU Limitation,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo.ElmComp\QP and QU Limitation.ElmDsl,Q Limitation - QP and QU,oarray_qmaxuu,IntMat:qmaxuu,14,0,1
Planta_PE Matafongo,QP and QU Limitation,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo.ElmComp\QP and QU Limitation.ElmDsl,Q Limitation - QP and QU,oarray_qminuu,IntMat:qminuu,14,0,1
Planta_PE Matafongo,Grid Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo.ElmComp\Grid Protection.ElmDsl,Protection,oarray_TuoveruWT,IntMat:TuoveruWT,16,0,1
Planta_PE Matafongo,Grid Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo.ElmComp\Grid Protection.ElmDsl,Protection,oarray_TuunderuWT,IntMat:TuunderuWT,14,0,1
Planta_PE Matafongo,Grid Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo.ElmComp\Grid Protection.ElmDsl,Protection,oarray_TfoverfWT,IntMat:TfoverfWT,8,0,1
Planta_PE Matafongo,Grid Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo.ElmComp\Grid Protection.ElmDsl,Protection,oarray_TfunderfWT,IntMat:TfunderfWT,8,0,1
Planta_PE Matafongo 2,Generator Set Type 3B,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo 2.ElmComp\Generator Set Type 3B.ElmDsl,Generator Set Type 3B,array_duTCRB,param,0,0,0
Planta_PE Matafongo 2,P Control Type 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo 2.ElmComp\P Control Type 3.ElmDsl,P Control Type 3,oarray_wp,IntMat:wp,12,0,1
Planta_PE Matafongo 2,Current Limitation,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo 2.ElmComp\Current Limitation.ElmDsl,Current Limitation,oarray_ipmaxuWT,IntMat:ipmaxuWT,12,0,1
Planta_PE Matafongo 2,Current Limitation,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo 2.ElmComp\Current Limitation.ElmDsl,Current Limitation,oarray_iqmaxuWT,IntMat:iqmaxuWT,12,0,1
Planta_PE Matafongo 2,QP and QU Limitation,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo 2.ElmComp\QP and QU Limitation.ElmDsl,Q Limitation - QP and QU,oarray_qmaxpp,IntMat:qmaxpp,8,0,1
Planta_PE Matafongo 2,QP and QU Limitation,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo 2.ElmComp\QP and QU Limitation.ElmDsl,Q Limitation - QP and QU,oarray_qminpp,IntMat:qminpp,8,0,1
Planta_PE Matafongo 2,QP and QU Limitation,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo 2.ElmComp\QP and QU Limitation.ElmDsl,Q Limitation - QP and QU,oarray_qmaxuu,IntMat:qmaxuu,14,0,1
Planta_PE Matafongo 2,QP and QU Limitation,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo 2.ElmComp\QP and QU Limitation.ElmDsl,Q Limitation - QP and QU,oarray_qminuu,IntMat:qminuu,14,0,1
Planta_PE Matafongo 2,Grid Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo 2.ElmComp\Grid Protection.ElmDsl,Protection,oarray_TuoveruWT,IntMat:TuoveruWT,16,0,1
Planta_PE Matafongo 2,Grid Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo 2.ElmComp\Grid Protection.ElmDsl,Protection,oarray_TuunderuWT,IntMat:TuunderuWT,14,0,1
Planta_PE Matafongo 2,Grid Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo 2.ElmComp\Grid Protection.ElmDsl,Protection,oarray_TfoverfWT,IntMat:TfoverfWT,8,0,1
Planta_PE Matafongo 2,Grid Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Planta_PE Matafongo 2.ElmComp\Grid Protection.ElmDsl,Protection,oarray_TfunderfWT,IntMat:TfunderfWT,8,0,1
PF Washington Capital 2(1),Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Mata de Palma 2.ElmSite\PF Washington Capital 2(1).ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_PFP,param,0,1,0
PF Washington Capital 2(1),Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Mata de Palma 2.ElmSite\PF Washington Capital 2(1).ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_QU,param,0,1,0
PF Washington Capital 2(1),Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Mata de Palma 2.ElmSite\PF Washington Capital 2(1).ElmComp\Protection.ElmDsl,Protection,array_LVRT,param,0,1,0
PF Washington Capital 2(1),Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Mata de Palma 2.ElmSite\PF Washington Capital 2(1).ElmComp\Protection.ElmDsl,Protection,array_HVRT,param,0,1,0
Planta_PF Washington Capital 3,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Mata de Palma 2.ElmSite\Planta_PF Washington Capital 3.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_PFP,param,0,1,0
Planta_PF Washington Capital 3,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Mata de Palma 2.ElmSite\Planta_PF Washington Capital 3.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_QU,param,0,1,0
Planta_PF Washington Capital 3,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Mata de Palma 2.ElmSite\Planta_PF Washington Capital 3.ElmComp\Protection.ElmDsl,Protection,array_LVRT,param,0,1,0
Planta_PF Washington Capital 3,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Mata de Palma 2.ElmSite\Planta_PF Washington Capital 3.ElmComp\Protection.ElmDsl,Protection,array_HVRT,param,0,1,0
Planta_PF La Victoria,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\La Victoria.ElmSite\Planta_PF La Victoria.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_PFP,param,0,1,0
Planta_PF La Victoria,Q_Control,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\La Victoria.ElmSite\Planta_PF La Victoria.ElmComp\Q_Control.ElmDsl,ReactPow_Control,array_QU,param,0,1,0
Planta_PF La Victoria,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\La Victoria.ElmSite\Planta_PF La Victoria.ElmComp\Protection.ElmDsl,Protection,array_LVRT,param,0,1,0
Planta_PF La Victoria,Protection,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\La Victoria.ElmSite\Planta_PF La Victoria.ElmComp\Protection.ElmDsl,Protection,array_HVRT,param,0,1,0
Planta_Pinalito 1_PIPAC,pmu_Pinalito 1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Planta_Pinalito 1_PIPAC.ElmComp\pmu_Pinalito 1.ElmDsl,pmu_TrWHydroFrancis,array_ytat,param,0,0,0
Planta_Pinalito 2_PIPAC,pmu_Pinalito 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\Planta_Pinalito 2_PIPAC.ElmComp\pmu_Pinalito 2.ElmDsl,pmu_TrWHydroFrancis,array_ytat,param,0,0,0
Planta_Río Blanco 1_PIPAC,pco_Río Blanco 1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Planta_Río Blanco 1_PIPAC.ElmComp\pco_Río Blanco 1.ElmDsl,NEYPRIC 1500,array_vchar,param,0,0,0
Planta_Río Blanco 1_PIPAC,pmu_Río Blanco 1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Planta_Río Blanco 1_PIPAC.ElmComp\pmu_Río Blanco 1.ElmDsl,pmu_TrWHydroFrancis,array_ytat,param,0,0,0
Planta_Río Blanco 2_PIPAC,pco_Río Blanco 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Planta_Río Blanco 2_PIPAC.ElmComp\pco_Río Blanco 2.ElmDsl,NEYPRIC 1500,array_vchar,param,0,0,0
Planta_Río Blanco 2_PIPAC,pmu_Río Blanco 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\Planta_Río Blanco 2_PIPAC.ElmComp\pmu_Río Blanco 2.ElmDsl,pmu_TrWHydroFrancis,array_ytat,param,0,0,0
