dsl_ruta,model_name,tabla,fila,columna,valor
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,9,1,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,9,2,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,9,3,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,9,4,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,9,5,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,9,6,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,9,7,110.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,9,8,120.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,9,9,120.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,9,10,120.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,10,0,565.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,10,1,150.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,10,2,150.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,10,3,150.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,10,4,150.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,10,5,150.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,10,6,150.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,10,7,160.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,10,8,180.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,10,9,180.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmI:IntMat,10,10,180.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,0,0,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,0,1,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,0,2,10.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,0,3,20.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,0,4,35.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,0,5,50.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,0,6,60.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,0,7,70.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,0,8,85.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,0,9,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,0,10,110.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,1,0,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,1,1,20.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,1,2,20.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,1,3,20.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,1,4,20.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,1,5,20.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,1,6,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,1,7,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,1,8,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,1,9,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,1,10,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,2,0,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,2,1,30.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,2,2,30.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,2,3,30.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,2,4,30.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,2,5,30.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,2,6,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,2,7,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,2,8,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,2,9,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,2,10,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,3,0,200.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,3,1,60.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,3,2,60.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,3,3,60.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,3,4,60.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,3,5,60.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,3,6,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,3,7,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,3,8,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,3,9,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,3,10,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,4,0,300.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,4,1,80.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,4,2,80.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,4,3,80.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,4,4,80.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,4,5,80.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,4,6,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,4,7,100.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\POWERSHIP AZUA KPS 60.ElmSite\Planta_POWERSHIP AZUA KPS 60.ElmComp\MAN 18V/51/60DDF.ElmComp\Governor.ElmDsl,gov_MAN Governor/Actuator_v3,SmP:IntMat,4,8,100.0
