dsl_ruta,model_name,tabla,fila,columna,valor
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,wp:IntMat,0,0,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,wp:IntMat,0,1,0.76
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,wp:IntMat,1,0,0.3
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,wp:IntMat,1,1,0.76
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,wp:IntMat,2,0,0.31
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,wp:IntMat,2,1,0.86
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,wp:IntMat,3,0,0.4
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,wp:IntMat,3,1,0.94
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,wp:IntMat,4,0,0.5
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,wp:IntMat,4,1,1.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,wp:IntMat,5,0,1.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\P control model type 3.ElmDsl,P control model type 3,wp:IntMat,5,1,1.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,ipmaxuWT:IntMat,0,0,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,ipmaxuWT:IntMat,0,1,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,ipmaxuWT:IntMat,1,0,0.1
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,ipmaxuWT:IntMat,1,1,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,ipmaxuWT:IntMat,2,0,0.15
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,ipmaxuWT:IntMat,2,1,1.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,ipmaxuWT:IntMat,3,0,0.9
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,ipmaxuWT:IntMat,3,1,1.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,ipmaxuWT:IntMat,4,0,0.91
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,ipmaxuWT:IntMat,4,1,1.2
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,ipmaxuWT:IntMat,5,0,1.2
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,ipmaxuWT:IntMat,5,1,1.2
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,iqmaxuWT:IntMat,0,0,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,iqmaxuWT:IntMat,0,1,0.1
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,iqmaxuWT:IntMat,1,0,0.2
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,iqmaxuWT:IntMat,1,1,0.95
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,iqmaxuWT:IntMat,2,0,0.2
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,iqmaxuWT:IntMat,2,1,1.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,iqmaxuWT:IntMat,3,0,0.9
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,iqmaxuWT:IntMat,3,1,1.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,iqmaxuWT:IntMat,4,0,0.9
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,iqmaxuWT:IntMat,4,1,0.36
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,iqmaxuWT:IntMat,5,0,1.1
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Current limitation model.ElmDsl,Current limitation model,iqmaxuWT:IntMat,5,1,0.3
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qmaxpp:IntMat,0,0,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qmaxpp:IntMat,0,1,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qmaxpp:IntMat,1,0,0.3
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qmaxpp:IntMat,1,1,0.33
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qmaxpp:IntMat,2,0,1.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qmaxpp:IntMat,2,1,0.33
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qmaxuu:IntMat,0,0,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qmaxuu:IntMat,0,1,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qmaxuu:IntMat,1,0,0.8
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qmaxuu:IntMat,1,1,0.33
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qmaxuu:IntMat,2,0,0.9
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qmaxuu:IntMat,2,1,0.33
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qminpp:IntMat,0,0,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qminpp:IntMat,0,1,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qminpp:IntMat,1,0,0.3
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qminpp:IntMat,1,1,-0.33
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qminpp:IntMat,2,0,1.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qminpp:IntMat,2,1,-0.33
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qminuu:IntMat,0,0,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qminuu:IntMat,0,1,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qminuu:IntMat,1,0,0.8
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qminuu:IntMat,1,1,-0.33
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qminuu:IntMat,2,0,0.9
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\QP and QU limitation model.ElmDsl,QP and QU limitation model,qminuu:IntMat,2,1,-0.33
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TfoverfWT:IntMat,0,0,1.03
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TfoverfWT:IntMat,0,1,0.1
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TfoverfWT:IntMat,1,0,1.03
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TfoverfWT:IntMat,1,1,0.1
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TfunderfWT:IntMat,0,0,0.95
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TfunderfWT:IntMat,0,1,0.1
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TfunderfWT:IntMat,1,0,0.95
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TfunderfWT:IntMat,1,1,0.1
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuoveruWT:IntMat,0,0,1.2
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuoveruWT:IntMat,0,1,0.1
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuoveruWT:IntMat,1,0,1.15
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuoveruWT:IntMat,1,1,0.1
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuoveruWT:IntMat,2,0,1.15
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuoveruWT:IntMat,2,1,1.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuoveruWT:IntMat,3,0,1.1
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuoveruWT:IntMat,3,1,1.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuunderuWT:IntMat,0,0,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuunderuWT:IntMat,0,1,0.55
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuunderuWT:IntMat,1,0,0.15
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuunderuWT:IntMat,1,1,0.55
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuunderuWT:IntMat,2,0,0.15
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuunderuWT:IntMat,2,1,0.75
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuunderuWT:IntMat,3,0,0.8
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuunderuWT:IntMat,3,1,3.05
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuunderuWT:IntMat,4,0,0.8
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuunderuWT:IntMat,4,1,120.5
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuunderuWT:IntMat,5,0,0.85
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuunderuWT:IntMat,5,1,120.5
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuunderuWT:IntMat,6,0,0.85
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuunderuWT:IntMat,6,1,180.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuunderuWT:IntMat,7,0,0.9
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Planta_Guanillo.ElmComp\Protection.ElmDsl,Grid Protection Model,TuunderuWT:IntMat,7,1,180.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Planta_Los Guzmancito.ElmComp\Current limitation model.ElmDsl,Current limitation model,ipmaxuWT:IntMat,0,0,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Planta_Los Guzmancito.ElmComp\Current limitation model.ElmDsl,Current limitation model,ipmaxuWT:IntMat,0,1,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Planta_Los Guzmancito.ElmComp\Current limitation model.ElmDsl,Current limitation model,ipmaxuWT:IntMat,1,0,0.1
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Planta_Los Guzmancito.ElmComp\Current limitation model.ElmDsl,Current limitation model,ipmaxuWT:IntMat,1,1,0.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Planta_Los Guzmancito.ElmComp\Current limitation model.ElmDsl,Current limitation model,ipmaxuWT:IntMat,2,0,0.15
