relay_ruta,subrelay,etapa,escenario,MW_deslastrados
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\R2.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 B dF/dt.ElmRelay,KILOMETRO 10.5 B dF/dt,EDS 5 F<,P01,23.7
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\R2.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 B dF/dt.ElmRelay,KILOMETRO 10.5 B dF/dt,EDS 5 Start-dF/dt,P01,23.7
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\R2.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 B dF/dt.ElmRelay,KILOMETRO 10.5 B dF/dt,EDS 5 dF/dt,P01,23.7
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\R2.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 B dF/dt.ElmRelay,KILOMETRO 10.5 B dF/dt,EDS 6 F<,P01,23.7
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\R2.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 B dF/dt.ElmRelay,KILOMETRO 10.5 B dF/dt,EDS 6 Start-dF/dt,P01,23.7
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\R2.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 B dF/dt.ElmRelay,KILOMETRO 10.5 B dF/dt,EDS 6 dF/dt,P01,23.7
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 0 F<,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 0 Start-dF/dt,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 0 dF/dt,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 1 F<,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 1 Start-dF/dt,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 1 dF/dt,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 2 F<,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 2 Start-dF/dt,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 2 dF/dt,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 3 F<,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 3 Start-dF/dt,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 3 dF/dt,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 4 F<,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 4 Start-dF/dt,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 4 dF/dt,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 5 F<,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 5 Start-dF/dt,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 5 dF/dt,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 6 F<,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 6 Start-dF/dt,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZKDMEF.ElmSubstat\L3.ElmTerm\Cub_1.StaCubic\KILOMETRO 10.5 dF/dt.ElmRelay,KILOMETRO 10.5 dF/dt,EDS 6 dF/dt,P01,23.74
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCUAF.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\LA CUARENTA.ElmRelay,LA CUARENTA,EDS 1 F<,P01,18.13
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCUAF.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\LA CUARENTA.ElmRelay,LA CUARENTA,EDS 2 F<,P01,18.13
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCUAF.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\LA CUARENTA.ElmRelay,LA CUARENTA,EDS 3 F<,P01,18.13
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCUAF.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\LA CUARENTA.ElmRelay,LA CUARENTA,EDS 4 F<,P01,18.13
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCUAF.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\LA CUARENTA.ElmRelay,LA CUARENTA,EDS 5 F<,P01,18.13
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\ZLCUAF.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\LA CUARENTA.ElmRelay,LA CUARENTA,EDS 6 F<,P01,18.13
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 2.ElmSubstat\7.ElmTerm\Cub_1.StaCubic\ZQU21D_ZPBLAD-L1-REL670.ElmRelay,PTOF PTUF PFRC 81,FRC1,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 2.ElmSubstat\7.ElmTerm\Cub_1.StaCubic\ZQU21D_ZPBLAD-L1-REL670.ElmRelay,PTOF PTUF PFRC 81,FRC2,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 2.ElmSubstat\7.ElmTerm\Cub_1.StaCubic\ZQU21D_ZPBLAD-L1-REL670.ElmRelay,PTOF PTUF PFRC 81,TOF,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 2.ElmSubstat\7.ElmTerm\Cub_1.StaCubic\ZQU21D_ZPBLAD-L1-REL670.ElmRelay,PTOF PTUF PFRC 81,TUF 1,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 2.ElmSubstat\7.ElmTerm\Cub_1.StaCubic\ZQU21D_ZPBLAD-L1-REL670.ElmRelay,PTOF PTUF PFRC 81,TUF 2,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 2.ElmSubstat\7.ElmTerm\Cub_1.StaCubic\ZQU21D_ZPBLAD-L1-SEL 311L.ElmRelay,ZQU21D_ZPBLAD-L1-SEL 311L,81D1,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 2.ElmSubstat\7.ElmTerm\Cub_1.StaCubic\ZQU21D_ZPBLAD-L1-SEL 311L.ElmRelay,ZQU21D_ZPBLAD-L1-SEL 311L,81D2,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 2.ElmSubstat\7.ElmTerm\Cub_1.StaCubic\ZQU21D_ZPBLAD-L1-SEL 311L.ElmRelay,ZQU21D_ZPBLAD-L1-SEL 311L,81D3,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 2.ElmSubstat\7.ElmTerm\Cub_1.StaCubic\ZQU21D_ZPBLAD-L1-SEL 311L.ElmRelay,ZQU21D_ZPBLAD-L1-SEL 311L,81D4,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 2.ElmSubstat\7.ElmTerm\Cub_1.StaCubic\ZQU21D_ZPBLAD-L1-SEL 311L.ElmRelay,ZQU21D_ZPBLAD-L1-SEL 311L,81D5,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 2.ElmSubstat\7.ElmTerm\Cub_1.StaCubic\ZQU21D_ZPBLAD-L1-SEL 311L.ElmRelay,ZQU21D_ZPBLAD-L1-SEL 311L,81D6,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 1.ElmSubstat\4.ElmTerm\Cub_1.StaCubic\ZQU11D_ZPVDCD-L1-REL670.ElmRelay,PTOF PTUF PFRC 81,FRC1,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 1.ElmSubstat\4.ElmTerm\Cub_1.StaCubic\ZQU11D_ZPVDCD-L1-REL670.ElmRelay,PTOF PTUF PFRC 81,FRC2,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 1.ElmSubstat\4.ElmTerm\Cub_1.StaCubic\ZQU11D_ZPVDCD-L1-REL670.ElmRelay,PTOF PTUF PFRC 81,TOF,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 1.ElmSubstat\4.ElmTerm\Cub_1.StaCubic\ZQU11D_ZPVDCD-L1-REL670.ElmRelay,PTOF PTUF PFRC 81,TUF 1,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 1.ElmSubstat\4.ElmTerm\Cub_1.StaCubic\ZQU11D_ZPVDCD-L1-REL670.ElmRelay,PTOF PTUF PFRC 81,TUF 2,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 1.ElmSubstat\4.ElmTerm\Cub_1.StaCubic\ZQU11D_ZPVDCD-L1-SEL 311L.ElmRelay,ZQU11D_ZPVDCD-L1-SEL 311L,81D1,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 1.ElmSubstat\4.ElmTerm\Cub_1.StaCubic\ZQU11D_ZPVDCD-L1-SEL 311L.ElmRelay,ZQU11D_ZPVDCD-L1-SEL 311L,81D2,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 1.ElmSubstat\4.ElmTerm\Cub_1.StaCubic\ZQU11D_ZPVDCD-L1-SEL 311L.ElmRelay,ZQU11D_ZPVDCD-L1-SEL 311L,81D3,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 1.ElmSubstat\4.ElmTerm\Cub_1.StaCubic\ZQU11D_ZPVDCD-L1-SEL 311L.ElmRelay,ZQU11D_ZPVDCD-L1-SEL 311L,81D4,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 1.ElmSubstat\4.ElmTerm\Cub_1.StaCubic\ZQU11D_ZPVDCD-L1-SEL 311L.ElmRelay,ZQU11D_ZPVDCD-L1-SEL 311L,81D5,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\Quisqueya.ElmSite\QUISQUEYA 1.ElmSubstat\4.ElmTerm\Cub_1.StaCubic\ZQU11D_ZPVDCD-L1-SEL 311L.ElmRelay,ZQU11D_ZPVDCD-L1-SEL 311L,81D6,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\L1.ElmTerm\Cub_1.StaCubic\ZPVDCD_ZPBLAD-L1-SEL 311L.ElmRelay,ZPVDCD_ZPBLAD-L1-SEL 311L,81D1,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\L1.ElmTerm\Cub_1.StaCubic\ZPVDCD_ZPBLAD-L1-SEL 311L.ElmRelay,ZPVDCD_ZPBLAD-L1-SEL 311L,81D2,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\L1.ElmTerm\Cub_1.StaCubic\ZPVDCD_ZPBLAD-L1-SEL 311L.ElmRelay,ZPVDCD_ZPBLAD-L1-SEL 311L,81D3,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\L1.ElmTerm\Cub_1.StaCubic\ZPVDCD_ZPBLAD-L1-SEL 311L.ElmRelay,ZPVDCD_ZPBLAD-L1-SEL 311L,81D4,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\L1.ElmTerm\Cub_1.StaCubic\ZPVDCD_ZPBLAD-L1-SEL 311L.ElmRelay,ZPVDCD_ZPBLAD-L1-SEL 311L,81D5,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\L1.ElmTerm\Cub_1.StaCubic\ZPVDCD_ZPBLAD-L1-SEL 311L.ElmRelay,ZPVDCD_ZPBLAD-L1-SEL 311L,81D6,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\PVDC MINA.ElmRelay,PVDC MINA,UNR 1 F<,P01,185.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\PVDC MINA.ElmRelay,PVDC MINA,UNR 2 F<,P01,185.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\PVDC MINA.ElmRelay,PVDC MINA,UNR 3 F<,P01,185.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\PVDC MINA.ElmRelay,PVDC MINA,UNR 4 F<,P01,185.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\PVDC MINA.ElmRelay,PVDC MINA,UNR 5 F<,P01,185.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\PVDC MINA.ElmRelay,PVDC MINA,UNR 6 F<,P01,185.0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\R1.ElmTerm\Cub_1.StaCubic\ZPVDCD_ZQU11D-L1-SEL 311L.ElmRelay,ZPVDCD_ZQU11D-L1-SEL 311L,81D1,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\R1.ElmTerm\Cub_1.StaCubic\ZPVDCD_ZQU11D-L1-SEL 311L.ElmRelay,ZPVDCD_ZQU11D-L1-SEL 311L,81D2,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\R1.ElmTerm\Cub_1.StaCubic\ZPVDCD_ZQU11D-L1-SEL 311L.ElmRelay,ZPVDCD_ZQU11D-L1-SEL 311L,81D3,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\R1.ElmTerm\Cub_1.StaCubic\ZPVDCD_ZQU11D-L1-SEL 311L.ElmRelay,ZPVDCD_ZQU11D-L1-SEL 311L,81D4,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\R1.ElmTerm\Cub_1.StaCubic\ZPVDCD_ZQU11D-L1-SEL 311L.ElmRelay,ZPVDCD_ZQU11D-L1-SEL 311L,81D5,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\Expansión 345 kV.ElmNet\PVDC.ElmSite\ZPVDCD.ElmSubstat\R1.ElmTerm\Cub_1.StaCubic\ZPVDCD_ZQU11D-L1-SEL 311L.ElmRelay,ZPVDCD_ZQU11D-L1-SEL 311L,81D6,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\SULTANA DEL ESTE 2 <f.ElmRelay,SULTANA DEL ESTE 2 <f,F<,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\SULTANA DEL ESTE 2 >f.ElmRelay,SULTANA DEL ESTE 2 >f,F>,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\SULTANA DEL ESTE 2 >f.ElmRelay,SULTANA DEL ESTE 2 >f,dFdt,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\4.ElmTerm\Cub_1.StaCubic\SULTANA DEL ESTE 1 <f.ElmRelay,SULTANA DEL ESTE 1 <f,F<,P01,0
\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Sultana del Este.ElmSite\ZSESTE.ElmSubstat\4.ElmTerm\Cub_1.StaCubic\SULTANA DEL ESTE 1 >f.ElmRelay,SULTANA DEL ESTE 1 >f,F>,P01,0
