for_name,loc_name,ruta,clase,tap_actual,outserv,tap_hv,tap_mv,tap_lv
WSIBAE_WXSI2K-T1,138/13.8 kV Trafo SIBA Grupo 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\138/13.8 kV Trafo SIBA Grupo 2.ElmTr2,ElmTr2,-2,0,,,
WSIBAE_WXSI3K-T1,138/13.8 kV Trafo SIBA Grupo 3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\138/13.8 kV Trafo SIBA Grupo 3.ElmTr2,ElmTr2,-2,0,,,
WSIBAE_WXSI4K-T1,138/13.8 kV Trafo SIBA Grupo 4,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\138/13.8 kV Trafo SIBA Grupo 4.ElmTr2,ElmTr2,-2,0,,,
WSIBBE_WXSI5K-T1,138/13.8 kV Trafo SIBA Grupo 5,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\138/13.8 kV Trafo SIBA Grupo 5.ElmTr2,ElmTr2,-2,0,,,
WSIBAE_WXSI6K-T1,138/13.8 kV Trafo SIBA Grupo 6,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\138/13.8 kV Trafo SIBA Grupo 6.ElmTr2,ElmTr2,-2,0,,,
WLMI6E_WXSALMK-T1,138/4.16 kV SA Parque Energ. Los Mina,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138/4.16 kV SA Parque Energ. Los Mina.ElmTr2,ElmTr2,0,0,,,
WPINAF_WPIN2K-T1,69/13.8 kV Transformador Pinalito 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\69/13.8 kV Transformador Pinalito 2.ElmTr2,ElmTr2,0,0,,,
WPINAF_WPIN1K-T1,69/13.8 kV Transformador Pinalito 1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Pinalito.ElmSite\69/13.8 kV Transformador Pinalito 1.ElmTr2,ElmTr2,0,0,,,
WRBLAF_WRBL2K-T1,69/13.8 kV Transformador Río Blanco 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\69/13.8 kV Transformador Río Blanco 2.ElmTr2,ElmTr2,1,0,,,
WRBLAF_WRBL1K-T1,69/13.8 kV Transformador Río Blanco 1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Río Blanco.ElmSite\69/13.8 kV Transformador Río Blanco 1.ElmTr2,ElmTr2,1,0,,,
WRINCF_WRINCK-T1,69/12.5 kV Transformador Rincón,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Rincón.ElmSite\69/12.5 kV Transformador Rincón.ElmTr2,ElmTr2,0,0,,,
WNAGUF_WRJCRK-T1,69/4.16 kV Transformador Rosa Julia Cruz,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Nagua/Rosa Julia de la Cruz.ElmSite\69/4.16 kV Transformador Rosa Julia Cruz.ElmTr2,ElmTr2,0,0,,,
WCONSF_WESALK-T1,69/12.5 kV Transformador El Salto,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Constanza/El Salto.ElmSite\69/12.5 kV Transformador El Salto.ElmTr2,ElmTr2,0,0,,,
WGVEBF_WLVE1K-T1,69/13.8 kV Transformador La Vega Grupo 1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\69/13.8 kV Transformador La Vega Grupo 1.ElmTr2,ElmTr2,4,0,,,
WGVEGF_WLVE2K-T1,69/13.8 kV Transformador La Vega Grupo 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Diésel La Vega.ElmSite\69/13.8 kV Transformador La Vega Grupo 2.ElmTr2,ElmTr2,4,0,,,
WBPERF_WAVA1K-T1,69/12.5 kV Transformador Aniana Vargas,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Bonao PER/Anaiana Vargas.ElmSite\69/12.5 kV Transformador Aniana Vargas.ElmTr2,ElmTr2,0,0,,,
WJIMEF_WJIMEK-T1,69/12.5 kV Transformador Jimenoa,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Jimenoa.ElmSite\69/12.5 kV Transformador Jimenoa.ElmTr2,ElmTr2,0,0,,,
WHATIF_WHATIK-T1,69/12.5 kV Transformador Hatillo 1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\69/12.5 kV Transformador Hatillo 1.ElmTr2,ElmTr2,2,0,,,
WHATIF_WHAT2K-T1,69/12.5 kV Transformador Hatillo 2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Hatillo.ElmSite\69/12.5 kV Transformador Hatillo 2.ElmTr2,ElmTr2,0,0,,,
WBDERF_WBDERK-T1,69/13.8 kV Transformador Brazo Derecho,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Brazo Derecho.ElmSite\69/13.8 kV Transformador Brazo Derecho.ElmTr2,ElmTr2,0,0,,,
WPDORE_WPDORF-T1,138/69 kV Trafo Playa Dorada,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\138/69 kV Trafo Playa Dorada.ElmTr2,ElmTr2,12,0,,,
WEMA3F_WEMA3K-T1,66/13.8/13.8 kV Transformador EDM3,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 69 kV.ElmNet\EDM 3.ElmSite\66/13.8/13.8 kV Transformador EDM3.ElmTr3,ElmTr3,,0,0,0,0
WSFELE_WSFEGK-T1,138/13.8 kV Transformador San Felipe,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\138/13.8 kV Transformador San Felipe.ElmTr3,ElmTr3,,1,-1,0,0
WMETRE_WMETRF-T1,138/69 kV Transformador Metropolitano,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Metropolitano.ElmSite\138/69 kV Transformador Metropolitano.ElmTr3,ElmTr3,,1,0,0,0
