relay_for_name,relay_root,relay_ruta,subrelay,etapa,f_arranque_hz,dfdt_hz_s,retardo_s,etapa_outserv,subrelay_outserv,relay_outserv,activa_efectiva,terminal,terminal_for_name,terminal_kV,cubiculo,interruptor,objeto_disparado,objeto_clase,objeto_for_name,es_malla,n_cargas_aguas_abajo,MW_deslastrados,Mvar_deslastrados,n_gens_aguas_abajo,MW_gen_desconectados
,ZLROME_ZSPMBE-L2-REL670,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\ZLROME.ElmSubstat\6(1).ElmTerm\Cub_1.StaCubic\ZLROME_ZSPMBE-L2-REL670.ElmRelay,PTOF PTUF PFRC 81,TOF,35.0,0.0,0.0,1,0,1,0,6(1),,138.0,Cub_1,,,,,0,0,0,0,0,0
,ZLROME_ZSPMBE-L2-REL670,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\ZLROME.ElmSubstat\6(1).ElmTerm\Cub_1.StaCubic\ZLROME_ZSPMBE-L2-REL670.ElmRelay,PTOF PTUF PFRC 81,TUF 1,35.0,0.0,0.0,1,0,1,0,6(1),,138.0,Cub_1,,,,,0,0,0,0,0,0
,ZLROME_ZSPMBE-L2-REL670,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\ZLROME.ElmSubstat\6(1).ElmTerm\Cub_1.StaCubic\ZLROME_ZSPMBE-L2-REL670.ElmRelay,PTOF PTUF PFRC 81,TUF 2,35.0,0.0,0.0,1,0,1,0,6(1),,138.0,Cub_1,,,,,0,0,0,0,0,0
,Lin. Romana-Higuey,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\ZLROMF.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\Lin. Romana-Higuey.ElmRelay,,F<,58.70000076293945,0.0,0.10000000149011612,1,,1,0,2,,69.0,Cub_1,,69 kV Buena Vista – La Romana,ElmLne,ZBVISF_ZLROMF-L1,0,4,40.93,12.89,0,0
,Lin. Romana-Pintado,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\La Romana.ElmSite\ZLROMF.ElmSubstat\3.ElmTerm\Cub_1.StaCubic\Lin. Romana-Pintado.ElmRelay,,F<,58.79999923706055,0.0,0.10000000149011612,1,,1,0,3,,69.0,Cub_1,,69 kV La Romana – La Romana Pueblo_a,ElmLne,ZLROMF_ZXCLRF-L1,0,3,29.16,9.58,0,0
,ZCEMEE_ZSPM2E-L1-7SD52,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEE.ElmSubstat\WCEMEE(2).ElmTerm\WBCEMEE(2).StaCubic\ZCEMEE_ZSPM2E-L1-7SD52.ElmRelay,Distance/Overcurrent/Voltage,f1,45.5,0.0,0.0,1,1,1,0,WCEMEE(2),,138.0,WBCEMEE(2),,138 kV CEMEX – SPM 2,ElmLne,ZCEMEE_ZSPM2E-L1,0,2,32.12,4.54,1,7.64
,ZCEMEE_ZSPM2E-L1-7SD52,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEE.ElmSubstat\WCEMEE(2).ElmTerm\WBCEMEE(2).StaCubic\ZCEMEE_ZSPM2E-L1-7SD52.ElmRelay,Distance/Overcurrent/Voltage,f2,45.5,0.0,0.0,1,1,1,0,WCEMEE(2),,138.0,WBCEMEE(2),,138 kV CEMEX – SPM 2,ElmLne,ZCEMEE_ZSPM2E-L1,0,2,32.12,4.54,1,7.64
,ZCEMEE_ZSPM2E-L1-7SD52,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEE.ElmSubstat\WCEMEE(2).ElmTerm\WBCEMEE(2).StaCubic\ZCEMEE_ZSPM2E-L1-7SD52.ElmRelay,Distance/Overcurrent/Voltage,f3,45.5,0.0,0.0,1,1,1,0,WCEMEE(2),,138.0,WBCEMEE(2),,138 kV CEMEX – SPM 2,ElmLne,ZCEMEE_ZSPM2E-L1,0,2,32.12,4.54,1,7.64
,ZCEMEE_ZSPM2E-L1-7SD52,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEE.ElmSubstat\WCEMEE(2).ElmTerm\WBCEMEE(2).StaCubic\ZCEMEE_ZSPM2E-L1-7SD52.ElmRelay,Distance/Overcurrent/Voltage,f4,45.5,0.0,0.0,1,1,1,0,WCEMEE(2),,138.0,WBCEMEE(2),,138 kV CEMEX – SPM 2,ElmLne,ZCEMEE_ZSPM2E-L1,0,2,32.12,4.54,1,7.64
,CEMEX,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX.ElmRelay,,UNR 1 F<,59.29999923706055,0.0,0.10000000149011612,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX.ElmRelay,,UNR 2 F<,59.20000076293945,0.0,0.10000000149011612,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX.ElmRelay,,UNR 3 F<,59.099998474121094,0.0,0.10000000149011612,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX.ElmRelay,,UNR 4 F<,59.0,0.0,0.10000000149011612,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX.ElmRelay,,UNR 5 F<,58.900001525878906,0.0,0.10000000149011612,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX.ElmRelay,,UNR 6 F<,58.79999923706055,0.0,0.10000000149011612,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 0 F<,58.70000076293945,0.0,0.10000000149011612,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 0 Start-dF/dt,59.29999923706055,0.0,0.10000000149011612,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 0 dF/dt,59.099998474121094,-2.0,0.10000000149011612,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 1 F<,58.79999923706055,0.0,0.10000000149011612,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 1 Start-dF/dt,59.29999923706055,0.0,0.10000000149011612,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 1 dF/dt,58.79999923706055,-2.0,0.10000000149011612,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 2 F<,58.70000076293945,0.0,0.0,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 2 Start-dF/dt,59.29999923706055,0.0,0.0,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 2 dF/dt,0.0,-2.0,0.0,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 3 F<,59.099998474121094,0.0,0.0,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 3 Start-dF/dt,59.099998474121094,0.0,0.0,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 3 dF/dt,0.0,-2.0,0.0,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 4 F<,59.0,0.0,0.0,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 4 Start-dF/dt,59.0,0.0,0.0,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 4 dF/dt,0.0,-2.0,0.0,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 5 F<,58.900001525878906,0.0,0.0,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 5 Start-dF/dt,58.900001525878906,0.0,0.0,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 5 dF/dt,0.0,-2.0,0.0,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 6 F<,58.79999923706055,0.0,0.0,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 6 Start-dF/dt,58.79999923706055,0.0,0.0,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,CEMEX dF/dt,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\CEMEX.ElmSite\ZCEMEK.ElmSubstat\L2.ElmTerm\Cub_1.StaCubic\CEMEX dF/dt.ElmRelay,,UNR 6 dF/dt,0.0,-2.0,0.0,1,,0,0,L2,,13.800000190734863,Cub_1,,Demanda CEMEX,ElmLod,ZCEMEE-D1,0,1,31.97,4.47,0,0
,ZLORIE_ZSPM2E-L1-P141,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-P141.ElmRelay,,df/dt<1,0.0,0.10000000149011612,0.0,1,,1,0,1,,138.0,Cub_1,,138 kV Los Orígenes – SPM 2_a,ElmLne,ZLORIE_ZXLO2E-L1,1,0,0,0,0,0
,ZLORIE_ZSPM2E-L1-P141,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-P141.ElmRelay,,df/dt<2,0.0,0.10000000149011612,0.0,1,,1,0,1,,138.0,Cub_1,,138 kV Los Orígenes – SPM 2_a,ElmLne,ZLORIE_ZXLO2E-L1,1,0,0,0,0,0
,ZLORIE_ZSPM2E-L1-P141,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-P141.ElmRelay,,df/dt<3,0.0,0.10000000149011612,0.0,1,,1,0,1,,138.0,Cub_1,,138 kV Los Orígenes – SPM 2_a,ElmLne,ZLORIE_ZXLO2E-L1,1,0,0,0,0,0
,ZLORIE_ZSPM2E-L1-P141,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-P141.ElmRelay,,df/dt<4,0.0,0.10000000149011612,0.0,1,,1,0,1,,138.0,Cub_1,,138 kV Los Orígenes – SPM 2_a,ElmLne,ZLORIE_ZXLO2E-L1,1,0,0,0,0,0
,ZLORIE_ZSPM2E-L1-P141,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-P141.ElmRelay,,f<1,48.0,0.0,0.30000001192092896,1,,1,0,1,,138.0,Cub_1,,138 kV Los Orígenes – SPM 2_a,ElmLne,ZLORIE_ZXLO2E-L1,1,0,0,0,0,0
,ZLORIE_ZSPM2E-L1-P141,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-P141.ElmRelay,,f<2,46.0,0.0,0.0,1,,1,0,1,,138.0,Cub_1,,138 kV Los Orígenes – SPM 2_a,ElmLne,ZLORIE_ZXLO2E-L1,1,0,0,0,0,0
,ZLORIE_ZSPM2E-L1-P141,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-P141.ElmRelay,,f<3,52.0,0.0,0.30000001192092896,1,,1,0,1,,138.0,Cub_1,,138 kV Los Orígenes – SPM 2_a,ElmLne,ZLORIE_ZXLO2E-L1,1,0,0,0,0,0
,ZLORIE_ZSPM2E-L1-P141,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-P141.ElmRelay,,f<4,54.0,0.0,0.0,1,,1,0,1,,138.0,Cub_1,,138 kV Los Orígenes – SPM 2_a,ElmLne,ZLORIE_ZXLO2E-L1,1,0,0,0,0,0
,ZLORIE_ZSPM2E-L1-P141,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-P141.ElmRelay,,f>1,45.0,0.0,0.0,1,,1,0,1,,138.0,Cub_1,,138 kV Los Orígenes – SPM 2_a,ElmLne,ZLORIE_ZXLO2E-L1,1,0,0,0,0,0
,ZLORIE_ZSPM2E-L1-P141,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-P141.ElmRelay,,f>2,45.0,0.0,0.0,1,,1,0,1,,138.0,Cub_1,,138 kV Los Orígenes – SPM 2_a,ElmLne,ZLORIE_ZXLO2E-L1,1,0,0,0,0,0
,ZLORIE_ZSPM2E-L1-7SD52,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-7SD52.ElmRelay,Distance/Overcurrent/Voltage,f1,45.5,0.0,0.0,1,1,1,0,1,,138.0,Cub_1,,138 kV Los Orígenes – SPM 2_a,ElmLne,ZLORIE_ZXLO2E-L1,1,0,0,0,0,0
,ZLORIE_ZSPM2E-L1-7SD52,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-7SD52.ElmRelay,Distance/Overcurrent/Voltage,f2,45.5,0.0,0.0,1,1,1,0,1,,138.0,Cub_1,,138 kV Los Orígenes – SPM 2_a,ElmLne,ZLORIE_ZXLO2E-L1,1,0,0,0,0,0
,ZLORIE_ZSPM2E-L1-7SD52,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-7SD52.ElmRelay,Distance/Overcurrent/Voltage,f3,45.5,0.0,0.0,1,1,1,0,1,,138.0,Cub_1,,138 kV Los Orígenes – SPM 2_a,ElmLne,ZLORIE_ZXLO2E-L1,1,0,0,0,0,0
,ZLORIE_ZSPM2E-L1-7SD52,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\1.ElmTerm\Cub_1.StaCubic\ZLORIE_ZSPM2E-L1-7SD52.ElmRelay,Distance/Overcurrent/Voltage,f4,45.5,0.0,0.0,1,1,1,0,1,,138.0,Cub_1,,138 kV Los Orígenes – SPM 2_a,ElmLne,ZLORIE_ZXLO2E-L1,1,0,0,0,0,0
,ZLORIE_ZXLO1E-L1-RED670,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZLORIE_ZXLO1E-L1-RED670.ElmRelay,PTOF PTUF PFRC 81,FRC1,0.0,0.0,0.0,1,0,1,0,2,,138.0,Cub_1,,138 kV Los Orígenes – SPM_a,ElmLne,ZLORIE_ZXLO1E-L1,1,0,0,0,0,0
,ZLORIE_ZXLO1E-L1-RED670,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 138 kV.ElmNet\Los Orígenes.ElmSite\ZLORIE.ElmSubstat\2.ElmTerm\Cub_1.StaCubic\ZLORIE_ZXLO1E-L1-RED670.ElmRelay,PTOF PTUF PFRC 81,FRC2,0.0,0.0,0.0,1,0,1,0,2,,138.0,Cub_1,,138 kV Los Orígenes – SPM_a,ElmLne,ZLORIE_ZXLO1E-L1,1,0,0,0,0,0
